likes,comments,views,reposts,text,date,time,attachments
10,0,1672,5,"1 two giant octopus skulls are on a pink background, in the style of larry carlson, dense compositions, kurt wenner, made of insects, palewave, isaiah zagar, glitchcore —ar 160:127 —q 2

2 a man with long hair is yelling loudly, in the style of surrealistic distortions, demonic photograph, alex hirsch, curvilinear, realistic hyper-detail, dramatic movement, associated press photo —ar 185:256 —q 2

3 eye clusters, in the style of light red and dark green, detailed depiction, cellular formations, dark black and cyan, hatching, molecular structures, bugcore —ar 181:256 —q 2

4 Quirk, Curiosity, Enigma, Oddity, Anomaly, Aberration, Peculiarity, Monstrosity, Freak, Conundrum, Paradox, Grotesque, Chimera, Riddle, Oddball, Eccentricity, Wonder, Enigma, Curio, Abomination, —ar 1:2 —chaos 30 —q 2

5 Quirk, Curiosity, Enigma, Oddity, Anomaly, Aberration, Peculiarity, Monstrosity, Freak, Conundrum, Paradox, Grotesque, Chimera, Riddle, Oddball, Eccentricity, Wonder, Enigma, Curio, Abomination, —ar 1:2 —chaos 30 —q 2

6 party pallet ice cream factory, in the style of cracked, light purple and green, surprisingly absurd, experimental video, rollei prego 90, vandalizing publicity, bulbous —ar 73:160 —q 2

#MidJourney
#sc8image",1688144460,2023-06-30 20:01:00,6
21,0,2083,4,"1 a catgirl with something on her face, in the style of pixelated landscapes, stereoscopic photography, intricate weaving, webcam photography, tabletop photography, rectilinear forms, mcdonaldpunk —ar 1:2

2 plump catgirl, in the style of light red and dark green, detailed depiction, cellular formations, dark black and cyan, hatching, molecular structures, bugcore, sitting at a bar, barmaid, flirty, hd hdr 32k —ar 1:2 —q 2

3 mountain in the shape of a womans face —ar 2:3 —q 2

4 giant budgie adventurer in the style on Jean-Baptiste monge and Pixar, Daz3d, In the style of hyperrealistic landscapes, charming character illustrations, mountainous vistas, cinematic lighting, street style realism —v 5.2 —s 500 —chaos 14 —ar 9:16 —q 2

5 Maelstrom, Quagmire, Zephyr, Chimeric, Enigma, Nebula, Pandemonium, Phantasm, Conundrum, Serendipity, Quirk, Paradox, Anomaly, Euphoria, Labyrinth, Peculiarity, Juxtaposition, Melange, Spectacle, Kaleidoscope, —ar 1:2 —q 2

6 red and green eyes around a black background, in the style of nanopunk, hand-drawn, 3d, cellular formations, bulbous, illustration, detailed scientific subjects —ar 181:256 —q 2

#MidJourney
#sc8image",1688130060,2023-06-30 16:01:00,6
4,0,1903,1,"Школа 3D графики Knower School приглашает тебя на бесплатный курс по созданию 3D моделей для игр!

За 4 занятия ты научишься работать в бесплатной программе Blender и поймешь, что создавать свои игровые модели может каждый!

https://vk.com/app5898182_-145448138#u=1654244&s=1950975

Что будем делать:
• подробно разберем интерфейс Blender
• изучим технику блокинга формы
• научимся работать с полигональным моделированием и созданием lowpoly моделей под игры
• научимся настраивать pbr материалы в движке Eevee, а также работать со светом и настройками визуализации, чтобы красиво подать модель!

Продолжительность курса - 7 дней (4 часа видеоматериалов, которые навсегда останутся у тебя). Опыт моделирования не нужен, весь курс тебя будут консультировать кураторы школы и проверять твои ДЗ.

Преподаватель курса - Дмитрий Смирнов, специалист в области 3D моделирования и визуализации с 10-летним стажем. Выполнял различные проекты в области архитектурной и интерьерной визуализации, gamedev, в сфере рекламы и VR. Победитель официального конкурса по объектному моделированию от компании Autodesk CIS. Более 4 лет преподавательского опыта: МГУДТ, Autodesk Russia.

За 7 лет работы школы бесплатный курс прошли уже более 100 000 учеников! Многие из них продолжили обучение 3D моделированию и стали профессионалами. Сможешь и ты, сделай первый шаг!

Записывайся по ссылке:
https://vk.com/app5898182_-145448138#u=1654244&s=1950975

На картинке работа выпускницы Бесплатного курса Виктории Хахалевой",1688118900,2023-06-30 12:55:00,1
23,0,2371,6,"1 mesmerizing gorgeous English model, as a fairy princess , in the style of fantasy, uhd image, dima dmitriev, kinuko y. craft, 4k, detailed , close-up , peter mitchev, minimal style, dreamlike , blue, orange —ar 5:9 —s 250 —q 2 —q 2

2 colorful 1950s retro futuristic sci-fi art deco space Vixen glamour in an Alien world metropolis, by Frank Frazetta, Erin Hanson, JC Leyendecker, Donato Giancola, Charles Vess, Boris Vallejo —ar 1:2 —chaos 90 —q 2 —s 1000

3 beautiful body morphing, brilliant colors, reflective metallic materials ,bizarre 3d background, trippy , amazing textures, amazing lighting —ar 9:16 —chaos 85 —q 2 —s 750

4 parametric pop::4.5 fashionista::1.5 vivid::1.5 glowing red, yellow, blue at night::2 high fashion::1.5 candid photographic portrait::1.25 —ar 9:16 —style raw —q 2

5 Amazing photography in structure in style of high fashion Foundation , 8k —ar 9:16 —s 750 —q 2

6 one Viennoiserie with pear, Viennoiserie are French baked goods made from a yeast - leavened dough in a manner similar to bread, or from puff pastry, but with added ingredients( particularly eggs, butter, milk, cream and sugar) , which give them a richer, sweeter character that approaches that of pastry, powdered sugar, without text, —ar 2:3 —v 5.1 —q 2

#MidJourney
#sc8image",1688115660,2023-06-30 12:01:00,6
20,0,2088,3,"1 art by robin lehman leaves on leather, in the style of green and gold, dark amber and gold, i can't believe how beautiful this is, metallic accents, ivanovich pimenov, gemstone, nature-inspired art —ar 9:16 —v 5.2 —s 1000

2 Liquid metal backgrounds —ar 9:16

3 Beautiful glitter and glamor winged insects

4 A beautiful woman in the style of Ornamental script —ar 16:9 —stylize 800 —v 5.2

5 Event horizon, still life photography —ar 16:9

6 A panda laying on it's back in a bamboo forest, with a yellow small duck on their stomach, hyper detailed, cinematic lighting, realism.

#MidJourney
#sc8image",1688101260,2023-06-30 08:01:00,6
18,0,2846,10,"1) Началось тестирование режима /turbo
При переключении в режим «Turbo mode» изображения будут генерироваться в 4 раза быстрее и в 2 раза дороже.
Цена может измениться, так как в будущем функция будет обновлена, и добавятся более высокие скорости.
Используется экспериментальный пул GPU, поэтому, если он закончится, его могут отключить или создать временные ограничения.
Турбо-режим можно включить только из режима Fast.

2) Экспериментальная команда —weird
Эта команда заставляет ваши изображения выглядеть более странными/извращенными.
Не считайте это стабильной функцией, то, что является странным, может измениться со временем.
Она изменяется от —weird 0 до —weird 1000 (на самом деле 3000, но нужен ли вам такой уровень странности?)
Сила этой команды динамически зависит от запроса (вам может понадобиться настраивать ее от запроса к запросу).
Рекомендуется начинать с меньших значений, таких как 250 или 500, а затем увеличивать/уменьшать их.
Если вы хотите, чтобы это выглядело странно И красиво, попробуйте использовать —stylize вместе с —weird. В таком случае рекомендуется использовать одинаковые значения для обоих параметров.
Комбинация —weird и —seed сейчас немного запутанная, убедитесь, что вы установили —weird 0, если хотите использовать —seed.

3) Новый тариф «MEGA»
Стоимость — $120/мес. с 60 часами Fast-режима в месяц.
Если вы покупаете много Fast-часов (сверх плана Pro), то тарифный план MEGA будет в 2 раза дешевле (или 2,5 раза при годовой подписке).
Тариф MEGA позволяет вам постоянно работать в режиме /turbo и при этом иметь такое же количество использования, как и Pro.",1688095582,2023-06-30 06:26:22,2
20,0,1909,4,"1 creepy Pastapuppet Social Experiment v 3.11 urban decay, flawless line work, —ar 35:64 —upbeta —q 2 —s 750

2 <https://s.mj.run/3MCxge3Qw-g> <https://s.mj.run/363HUaq47ww> Black Hand Drawn Human Face Expression Grinning Mouth Laughing risograph Block bloc. Anarcho - punk art. —ar 4:7 —stylize 900 —c 95 —q 2

3 <https://s.mj.run/3MCxge3Qw-g> <https://s.mj.run/363HUaq47ww> Stuffed plush purple alien 👽✨🌟⭐️ ::2 Adorable, extremely cute, kawaii, endearing, happy, magical, mystical, enchanted, celestial, cosmic, serene, surreal ::1 Designed by Jon Klassen ::1 Designed by Yoshitomo Nara ::1 Designed by Studio Ghibli ::1 Designed by Tove Jansson ::1 —ar 2:3 —c 30

4 Black paper with intricate designs, Pink ink, Tarot Card, Cosmic Ghost Rider, Hokusai and James Gurney, Trending on Artstation, Elaborate Ink Illustration, Poster, —ar 9:21

5 ELS, Marmot Nebulosecrelipse, Multiversecrelipse, P - Adic Fractal Delirium, Major Texture Overdose —ar 3:4 —c 30

6 Anthropomorphic flower parent and child takashi Murakami colorful detailed —ar 3:4

#MidJourney
#sc8image",1688086860,2023-06-30 04:01:00,6
34,0,2750,11,"1 an art print with an expressionist print of a colorful coffee cup, in the style of dan mumford, ad posters, vibrant stage backdrops, color splash, cartoon abstraction, large canvas format, hand-drawn elements —v 5.2 —s 100 —style raw —ar 2:3 —chaos 14

2 Dinosaur Clipart —v 5.2 —s 500 —chaos 14 —ar 9:16

3 Photography in the style of Nick Veasey —v 5.2 —s 500 —chaos 14 —ar 9:16

4 Cinematic Epic Sky —v 5.2 —s 500 —chaos 14 —ar 9:16

5 Stunning Scanlines Devils tower mountain landscape art by Stanley Donwood and Beksinski, Leonid Afremov, van gogh, —v 5.2 —s 500 —chaos 14 —ar 9:16

6 Surreal Cinematic Minimalistic Shot in the style of Paul Hedley —v 5.2 —s 500 —chaos 14 —ar 9:16

#MidJourney
#sc8image",1688072460,2023-06-30 00:01:00,6
11,0,1961,5,"1 Art in the style of Franz Marc —v 5.2 —s 500 —chaos 14 —ar 9:16

2 A D&D Halfling Rogue, nimble and stealthy, silently picking a lock on a treasure chest, in the style of dark fantasy creatures, Mote Kei, action paintings, dusty piles, gigantic scale, wandering eye, 8K. Keith Parkinson, Tony DiTerlizzi, Brom —v 5.2 —s 500 —chaos 14 —ar 9:16

3 A graceful swan with sapphire eyes and platinum feathers, in the style of detailed atmospheric portraits, sparkling water reflections, hyper-detailed illustrations, wandering eye, Fujifilm Eterna Vivid 500T, deep-blue and metallic-white, intense close-ups —v 5.2 —s 500 —chaos 14 —ar 9:16

4 Art in the style of Anton Semenov —v 5.2 —s 500 —chaos 14 —ar 9:16

5 Cinematic Movie Shot in the style of Alfred Hitchcock, Vertigo —v 5.2 —s 500 —chaos 14 —ar 9:16

6 a helicopter is flying through a snow covered mountain, in the style of precisionist lines, wavy resin sheets, whistlerian, tom grummett, fine lines, delicate curves, polished craftsmanship, campcore —v 5.2 —s 500 —ar 2:3 —chaos 14

#MidJourney
#sc8image",1688058060,2023-06-29 20:01:00,6
30,0,3191,6,"1 Find The odd one out —v 5.2 —s 500 —chaos 14 —ar 9:16

2 Landscape Art in the style of James Gurney —v 5.2 —s 500 —chaos 14 —ar 9:16

3 cityscape painting manhattan skyline by elaine moore, in the style of kurt wenner, puzzle-like pieces, carl barks, subtle lighting contrasts, hiroshi nagai, trompe-l'œil illusionistic detail, syd mead, dan mumford, 32k UHD —v 5.2 —s 500 —chaos 20 —ar 9:16

4 Cinematic Film Noir Car Chase, 35mm, Dramatic Lighting, 1940s —v 5.2 —s 500 —chaos 14 —ar 9:16

5 <https://s.mj.run/rsWh1_NG-WM> Photography in the style of Nick Veasey —v 5.2 —s 500 —chaos 14 —ar 9:16

6 Peek-a-boo in the style of Terry Isaac —v 5.2 —s 500 —chaos 14 —ar 9:16

#MidJourney
#sc8image",1688043660,2023-06-29 16:01:00,6
15,0,2300,2,"1 Whimsical Zelda characters Portrait art, happy, laughing, in the style of Andy Kehoe and Keith Haring, cartoon, stylized, Pixar, Breath of the wild —v 5.2 —s 500 —chaos 14 —ar 16:9

2 Cinematic Punk Art —v 5.2 —s 500 —chaos 14 —ar 9:16

3 Superb sunrise landscape painting, coastal cliff, path, Luxurious Modern Villa, in the style of Hans Heysen, beksinski, Leonid Afremov, jojos bizarre adventure, John Constable —v 5.2 —s 500 —chaos 14 —ar 16:9

4 |a futuristic dwelling with vines is sitting on top of a huge rock, in the style of beeple, uhd image, futuristic victorian, organic forms, muted tones, biomorphic, futuristic contraptions, eye-catching composition —v 5.2 —s 500 —ar 1:2 —chaos 14

5 An abandoned cathedral stands hauntingly in the moonlit cityscape, in the style of gothic dark and ornate, smokey background, timeless nostalgia, silhouette lighting, I can't believe how beautiful this is, National Geographic photo, noir comic art —v 5.2 —s 500 —chaos 14 —ar 9:16

6 <https://s.mj.run/2faRA7uAXUQ> a poster of a black cowboy with glasses and a hat, in the style of 85 new wave, crisp neo-pop illustrations, red and amber, 8k resolution, art of the congo, marvel comics, celebrity portraits —v 5.2 —s 100 —style raw —ar 13:19 —chaos 14

#MidJourney
#sc8image",1688029260,2023-06-29 12:01:00,6
19,0,2071,8,"1 full body, Model Brigitte Bardot Sophia Loren wearing tight reflective holographic metallic glass cellophane micro miniskirt walking futuristic city, muscular thick legs calves, cool enticing confident, cyberpunk, full spectrum, spectacular, professional photography, Hasselblad, 32k UHD, ultra-sharp Intricate fine details, HDRI —ar 2:5 —chaos 11 —s 770

2 in the style of hideo kojima, female ninja pierces swirling mist :: vivid digital art rendering :: 32k UHD, professional photography, Hasselblad camera, ultra-sharp Intricate details, HDRI —ar 2:3

3 Carriejune Bowlby Danielle Cooper IG [id638654393|@danicooppss] [club169838333|@misscarriejune] wearing vibrant shiny short shorts walking flexing legs, fitness muscle body thick legs, beautiful setting, vertical panorama, ultra-sharp Intricate fine details, professional photography render, Hasselblad, 32k UHD, HDRI —ar 2:5 —s 887 —q 5

4 exorcist, pretre, polaroide —q 2 —upbeta —v 5

5 Amazing epic ancient Chinese theme, Chinese martial arts style, warrior seeker stands in front of a huge beautiful metallic scaled dragon demon, burning vivid fire, martial arts style, panorama, low angle, impactful, dynamic expressive force, cinematic shock, Animecore, Niji 5, realistic lighting, vivid, vibrant, 32k UHD, professional photography render, Hasselblad, ultra-sharp Intricate fine details, HDRI —ar 1:2 —q 5 —s 999 —v 5.1 —style raw

6 A classic steam train is making its way across a towering railway bridge, backdropped by a dramatic mountain range, in the style of gothic dark and ornate, smokey background, timeless nostalgia, silhouette lighting, I can't believe how beautiful this is, National Geographic photo, noir comic ar —v 5.2 —s 500 —chaos 14 —ar 9:16

#MidJourney
#sc8image",1688014860,2023-06-29 08:01:00,6
24,1,2895,4,"1 tattooed girl with hat smoking cigarette digital graphic art by ailee, in the style of daniel f. gerhartz, uhd image, bad painting, yellow and orange, jean-sebastien rossbach, painted illustrations, contest winner —ar 2:3 —niji 5

2 detailed, centred composition, ornamental, negative space, 8k, very high resolution, extra sharp Close-up, Futuristic, Digital clock fashion, chiaroscuro, enigmatic scene:: a model adorned in a garment composed entirely of pixelated and binary patterns of digital clock numbers, captured by the keen eye of experimental fashion photographer Nick Knight:: —ar 70:123 —s 50

3 fox, fire, risograph, —ar 9:16 —c 100 —v 5.1 —upbeta

4 Ovni, forme allongée, brillant, hublots, ciel étoilé, cinematic, 8k —upbeta —s 750 —ar 1:1

5 a triangle ship at night is flying high over a fiel, in the style of hyper-realistic sci-fi, john pawson, dark emerald and light blue, kuno veeber, rudolf ernst, , streamlined design —ar 4:7 —upbeta —s 750

6 full body, ghost rider, cyborg, madmax, sci-fi, cinematic, 8k —upbeta —q 2 —s 750

#MidJourney
#sc8image",1688000460,2023-06-29 04:01:00,6
110,6,10231,33,"[id398913948|Mr Tsixe] 

what if Russian empire exist nowadays, advanced society, comfortable urban environment —ar 16

#Midjourney
#subscriber",1687991140,2023-06-29 01:25:40,9
19,0,2367,8,"1 a metal bench with a cat design, in the style of ominous vibe, graceful sculptures, curvilinear, carving —upbeta —q 2 —s 750

2 a wooden tiger walking up a staircase, in the style of hyperrealistic sculptures, dark vibrant colors, cluj school, detailed nature depictions, lively interiors, use of impasto technique, cryptid academia, traditional craftsmanship —ar 92:127 —upbeta —q 2 —s 750 —v 5.2 —style raw

3 a dress made of fire, in the style of detailed fantasy art, clear and crisp, supernatural creatures, gelatinous forms, dark amber and white —ar 45:56 —upbeta —q 2 —s 750 —v 5.2 —style raw

4 a staircase is decorated with a walking path leading to a forest, in the style of light navy and dark bronze, realistic with impressionistic colors, twisted branches, recycled material murals, light gray and dark amber, cottagepunk, optical illusion —ar 92:141 —upbeta —q 2 —s 750

5 Ballerina dancing on hot coal, gordon yi by rfangyu, in the style of bold curves, tanya shatseva, chaotic scene, bella kotak, stan lee, photo - realistic hyperbole —ar 9:18 —v 5.2

6 extreme close up Art of Semi-anime sports car in high speed, ,xeno headlights, city night backdrop, sunset, the style of futuristic realism, streetgangcore, hip-hop, pop kei, cartoon, realism, realistic sun light —stylize 850 —ar 9:18 —chaos 5

#MidJourney
#sc8image",1687986060,2023-06-29 00:01:00,6
22,0,3187,6,"1 steampunk raven cosplay costume womens fashion vintage, in the style of elba damast, dark purple and red, pictorial fabrics, exquisite clothing detail, marbleized, marguerite blasingame, dark orange and sky-blue —ar 41:61 —upbeta —q 2 —s 750

2 two flamingos with skeletons riding them in front of some flowers, in the style of post-punk diy, suspended/hanging, halloween, zany humor, i can't believe how beautiful this is, pink, whimsical gag-humour —ar 37:50 —upbeta —q 2 —s 750

3 home decals stair decals decals, wood stairs in this home and the steps outside, in the style of patrick dougherty, dark gray and amber, use of impasto technique, twisted branches, realistic depiction of light, cottagepunk —ar 92:141 —upbeta —q 2 —s 750

4 purple lamp, in the style of made of wrought iron, made of flowers, translucent overlapping, karen wallis, felt creations, delicate ink lines —ar 29:37 —upbeta —q 2 —s 750

5 Beautiful wide open field filled with beautiful, colorful flowers and big flowy trees spread throughout. A beautiful exotic looking girl in a colorful dress. The sun is shining with a few clouds in the blue sky. Symmetrical face, eyes, body and limbs. Unreal 5,hdr, 32k, 16k,8k, hyper realistic, hyper detailed, fairytale, fantasy, happycore, vibrant colors.l, unreal engine 5.1 —upbeta —q 2 —s 750 —v 5.2 —style raw

6 At night, a small child walks with a cat in the light rain with an umbrella, unreal engine 5.1 —upbeta —q 2 —s 750 —v 5.2 —style raw

#MidJourney
#sc8image",1687971660,2023-06-28 20:01:00,6
18,0,1891,8,"1 the golden bookbags on red leather, in the style of eye-catching resin jewelry, dark emerald and light brown, bibliopunk, transparent/translucent medium, multi-layered, avacadopunk, light red and dark gold —ar 92:123 —upbeta —q 2 —s 750

2 a red and black lace costume with fur collar, in the style of tapestry-like, victorian-era clothing, gail simone, strong use of color, exquisite clothing detail, elba damast, asymmetric designs —ar 8:13 —upbeta —q 2 —s 750

3 an attractive young girl wearing a necklace and black lipstick, in the style of light maroon and sky-blue, pop inspo, urban decay, jocelyn hobbie, flawless line work, dark azure and beige, vibrant, lively —ar 35:64 —upbeta —q 2 —s 750

4 a room with ornate windows and white chairs and chandelier, in the style of jeremiah ketner, fairy tale, futuristic design, delicate materials, nightcore, use of precious materials, eye-catching —ar 2:3 —upbeta —q 2 —s 750

5 woman in leather coat and black boots sitting on a throne with guns, in the style of hip-hop inspired, photo taken with provia, avocadopunk, made of plastic, dollcore, yankeecore, timeless grace —upbeta —q 2 —s 750

6 the long veil is on top of the gown, in the style of holographic, exotic realism, ziraldo, silver and brown, celebrity image mashups, 32k uhd, bombacore —upbeta —q 2 —s 750

#MidJourney
#sc8image",1687957260,2023-06-28 16:01:00,6
25,4,1937,7,"1 the Alien hand say Take me to your Finger, rich colors, symmetrical, highly detailed, surrealism hyperrealism —ar 1:2 —c 20

2 every thing you are is beautiful, woodwork, inner shine, detailed, surrealism hyperrealism —ar 1:2 —c 20

3 Amazing dancer in the whimsical garden, translucent veils in different pinks and orange tones that gently float around her with exquisite details ,exquisite detail, 30 - catch light, low - contrast, High - sharpness, depth - of - field, golden - hour, dramatic illumination, Edmund Dulac style —ar 1:2 —chaos 80 —s 250

4 rare footage of a creature only known by the name Ploping Shifter rumours say it can take any form at will, fluidity, detailed, rich colors, photography —ar 2:3 —c 20

5 all the time in the world is a fraction of one beautiful moment, detailed, rich colors, trippy reflective surrealism —ar 1:2 —c 50

6 A modern futuristic living room underwater, view of ocean living fishes, vibrant colors and organic shapes, blue clear water, the lighting is bright and dynamic, with a sense of movement and energy from the ocean, fantasy, volumetric lighting, Paul Lehr, Vladimir Kush, Syd Mead, 8k —ar 1:2 —s 250

#MidJourney
#sc8image",1687942860,2023-06-28 12:01:00,6
8,0,1930,2,"Миджорни для бизнеса и рекламы от А до Я

Картинки для этого поста сделаны через ИИ. Хотите так же? Приходите на марафон по работе с Миджорни от Церебро: https://vk.com/@cerebro_vk-midjourney-dlya-biznesa-i-reklamy-ot-a-do-ya 

— Цена: 590 рублей;
— 8 занятий от азов оплаты и регистрации, до реального применения для нужд бизнеса. 

Очень быстрый ""вход"" в работу с генерацией креативов на уровне неплохих дизайнеров.",1687937400,2023-06-28 10:30:00,7
35,3,2223,9,"1 Grumpy cat drinking morning coffee, masterpiece, octane rendering, focus, realistic photography, colorful background, detailed, intricate details, rich colors, realistic style, —ar 9:16 —s 750

2 Blue cosmic bunny, Impressionist art, realistic photography, detailed, dynamic background, intricate details, rich colors, realistic style, front look, —q 2 —ar 9:16 —s 750

3 Koala in summer vacastions, sunglasses, coctail, Impressionist art, realistic photography, detailed, dynamic background, intricate details, rich colors, realistic style, front look, —ar 9:16 —s 750

4 little fairy sitting on the moon, Impressionist art, realistic photography, detailed, dynamic background, intricate details, rich colors, realistic style, front look, —q 2 —ar 9:16 —s 750

5 Alien humanoid, Impressionist art, realistic photography, detailed, dynamic background, intricate details, rich colors, realistic style, front look, —ar 9:16 —s 750

6 The Rose, masterpiece, octane rendering, focus, realistic photography, colorful background, detailed, intricate details, rich colors, realistic style, —ar 9:16 —s 750

#MidJourney
#sc8image",1687928460,2023-06-28 08:01:00,6
55,4,4125,20,"1 close-up Frontal View of a Menacing Black Locomotive Steam Engine, Industrial, Black smoke ,Power, Dusk, Oil Painting, Neo-Expressionism, Monochromatic Palette, Dramatic Lighting, in the style of Salvador Dali, Industrial Revolution, Surrealism, Impasto Technique —ar 4:7 —s 250

2 Aerial View of Interconnected Highways, Flowing Light Trails, Dynamic Geometry, Mysterious, Vibrant, Serene, Dramatic Lighting, Vibrant Colors, High Contrast, Crystal-clear Focus, Vast Depth of Field, Shot with a Sony Alpha A7R IV, Wide-angle Lens at f/2.8, ISO 800, Captured at Twilight in the Style of Vivian Maier, Full HD —ar 4:7 —s 250

3 Detailed illustration by Martin Ansin and Frank Frazetta and Alphonse Mucha. Aphrodite emerging from the sea. lithe. svelt. Standing on the shoal looking up at an ethereal sky. dynamic pose. —q 2 —s 750 —c 65 —ar 11:17 —style raw

4 Pin up portrait of Debbie Harry. Lounging at the club. Sunglasses. art by Luc Besson and Alex Gross and Martin Ansin and Adam Hughes. —q 2 —s 750 —c 65 —ar 11:17 —style raw

5 Pin up portrait of Princess Leia. extreme closeup. Her hair is in buns. Lounging on the space station. Sunglasses. art by Luc Besson and Alex Gross and Martin Ansin and Adam Hughes. —q 2 —s 750 —c 65 —ar 11:17 —style raw

6 closeup Portrait photography. Composed by Luc Besson and Alex Gross and Adam Hughes. High Contrast. Textural details. Fine facial details. Artful interplay of light and shadow. Princess Leia in the wilderness of Alaska. Depth of field. —q 2 —s 750 —v 5.1 —c 10 —ar 11:17

#MidJourney
#sc8image",1687914060,2023-06-28 04:01:00,6
19,0,2130,7,"1 epoxy kitten —ar 16:9

2 epoxy otter —ar 16:9

3 Award - winning professional shot from the back of a young boy with a teddy bear sticking out of his back pack walking through a war zone, very emotional shot, cinematic background, phenomenal attention to detail, shot with Nikon Z9 Mirrorless using Nikon 100 - 400mm f/ 4. 5 - 5. 6 VR S Nikkor Z Lens —ar 9:16 —style raw

4 most detailed portrait photo in the world, hd —ar 1:2 —s 1000 —chaos 100 —style raw

5 Grotesque bizzare Mörk Bork style, gradual decline into disorder, abstract, minimalism, as desktop wallpaper, 8k, —stylize 1000 —chaos 100 —ar 4:7

6 a dinosaur drawn in crayon by a kindergartener

#MidJourney
#sc8image",1687899660,2023-06-28 00:01:00,6
17,0,1768,6,"1 These ethereal creatures resemble radiant, translucent butterflies with delicate wings that shimmer with iridescent colors. Skyglimmers are sought-after mounts due to their graceful flight and ability to navigate through narrow spaces between Skylands isles. They are used by scouts and messengers for swift travel and discreet surveillance.::10 Epic fantasy art, sharp, Artstation, concept art, dungeons & dragons, d&d::7 dynamic lighting and shadows, cinematic lighting, contrasting colors, vibrant saturated colors, beautiful colors, deep dark blacks::7 in the style of James Christensen::7 fantasy steampunk aesthetic::7 —ar 2:3 —q 2 —s 750

2 batgirl laying in her garden with green carnations, roses, and other flowers, portrait photography by artgerm, in the style of realism, cartooncore, mangacore, natural lighting. fitness feminine body. —s 30 —ar 1:2 —niji 5 —style expressive

3 creepy clown Hassleblad micro lense closeup —ar 1:2 —s 1000

4 Evil Donald Duck, dark photo realism, close up micro lense —ar 1:2

5 Disney, dark photo realism, close up micro lense —ar 1:2

6 Porkchop ice cream

#MidJourney
#sc8image",1687885260,2023-06-27 20:01:00,6
14,3,1944,7,"1 Terminator Exoskeleton, in the style of Mark Demsteader, close up portrait, black metallic skull with glowing red eyes, robotic details, wet and shiny, mechanical precision, metallic sheen —ar 3:5

2 Aurora Gliders: These luminescent creatures resemble winged foxes with translucent fur that emits a gentle, colorful glow. Aurora Gliders harness the energy of the Aurora Borealis, enabling them to soar effortlessly through the skies. They are popular among Skyland explorers and adventurers for their agility and ability to navigate treacherous aerial landscapes.::10 Epic fantasy art, sharp, Artstation, concept art, dungeons & dragons, d&d::7 in the style of gerald brom::7 in the style of Jeff Easley::7 in the art style of Magic the Gathering artists::7 dynamic lighting and shadows, cinematic lighting, contrasting colors, vibrant saturated colors, beautiful colors, deep dark blacks::7 —ar 2:3 —q 2 —s 750

3 Emberhawks: These avian creatures are enveloped in shimmering flames that do not burn or harm their riders. Emberhawks possess the ability to project fireballs and create controlled bursts of intense heat. They are utilized by firefighters and disaster response teams to combat wildfires and mitigate the spread of infernos in the Skylands.::10 Epic fantasy art, sharp, Artstation, concept art, dungeons & dragons, d&d::7 in the art style of Magic the Gathering artists::7 in the style of gerald brom::7 dynamic lighting and shadows, cinematic lighting, contrasting colors, vibrant saturated colors, beautiful colors, deep dark blacks::7 —ar 2:3 —q 2 —s 750

4 Portrait of a female sci-fi soldier walking towards us with a background of massive droids and large alien creatures in a bustling desert town, in the mixed styles of William Russell Flint and Briton Riviere and Michael Parkes and Sergio Toppi and Syd Mead, bright interplay of light and shadows, dynamic juxtaposition, scratched and scraped abstract art, textured oil and ink mixed with palette knife impasto paint, watercolor wash, fantasy realism, luminosity of realistic water, luminous shadows:: sci-fi fashion photography::1.4 —ar 3:5 —c 55 —s 555

5 steampunk sky base that is levitated flying above the ground in the clouds with tall fantasy buildings and characters::10 viewed from above::9 fantasy steampunk aesthetic::7 Epic fantasy art, sharp, Artstation, concept art, dungeons & dragons, d&d::7 dynamic lighting and shadows, cinematic lighting, contrasting colors, vibrant saturated colors, beautiful colors, deep dark blacks::7 in the art style of Jeff Easley::7 in the style of gerald brom::7 —ar 2:3 —q 2 —v 5.2 —s 1000

6 Crystalwing Griffins: These majestic creatures combine the noble characteristics of griffins with the magical properties of crystalline structures. Crystalwing Griffins possess wings made of iridescent gemstones, granting them the ability to refract light and blend seamlessly into their surroundings. They are favored by spies and infiltrators for their ability to remain undetected during covert operations.::10 fantasy steampunk aesthetic::7 Epic fantasy art, sharp, Artstation, concept art, dungeons & dragons, d&d::7 in the style of James Christensen::7 in the style of gerald brom::7 dynamic lighting and shadows, cinematic lighting, contrasting colors, vibrant saturated colors, beautiful colors, deep dark blacks::7 —ar 2:3 —q 2 —s 750

#MidJourney
#sc8image",1687870860,2023-06-27 16:01:00,6
